domain,phylum,class-order,family,species,reference
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Escherichia albertii,"(Huys et al., 2003)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Escherichia coli,"(Moore & Holdeman, 1974)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Escherichia fergusonii,"(Farmer et al., 1985)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Escherichia hermannii,"(Pfleiderer et al., 2013)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Hafnia alvei,"(Finegold et al., 1974)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Klebsiella oxytoca,"(Tullus et al., 1988)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Klebsiella pneumoniae,"(Moore & Holdeman, 1974)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Kluyvera ascorbata,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Leminorella grimontii,"(Hickman-Brenner et al., 1985)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Leminorella richardii,"(Hickman-Brenner et al., 1985)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Moellerella wisconsensis,"(Hickman-Brenner et al., 1984)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Morganella morganii,"(Müller, 1986)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Pantoea agglomerans,"(Dubourg et al., 2013)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Plesiomonas shigelloides,"(Pitarangsi et al., 1982)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Proteus mirabilis,"(Müller, 1986)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Proteus penneri,"(Müller, 1986)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Proteus vulgaris,"(Müller, 1986)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Providencia alcalifaciens,"(Müller, 1986)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Providencia rettgeri,"(Müller, 1986)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Providencia rustigianii,"(Müller, 1986)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Providencia stuartii,"(Ewing, 1962)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Raoultella planticola,"(Podschun et al., 1998; Drancourt et al., 2001)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Raoultella terrigena,"(Podschun, 1991; Drancourt et al., 2001)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Salmonella enterica,"(Aleksic et al., 1996; Tindall et al., 2005)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Serratia ficaria,"(Pfleiderer et al., 2013)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Serratia fonticola,"(Woodmansey et al., 2004)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Serratia liquefaciens,"(Moore & Holdeman, 1974)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Serratia marcescens,"(Grimont & Grimont, 1978)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Shigella dysenteriae,"(Wathen-Grady et al., 1990)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Shigella flexneri,"(Castellani & Chalmers, 1919)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Shigella sonnei,"(Ott et al., 2004)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Tatumella ptyseos,"(Hollis et al., 1981)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Trabulsiella guamensis,"(McWhorter et al., 1991)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia aleksiciae,"(Sprague & Neubauer, 2005)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia bercovieri,"(Wauters et al., 1988)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia enterocolitica,"(Dolina & Peduzzi, 1993) "
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia frederiksenii,"(Ursing et al., 1980)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia kristensenii,"(Dolina & Peduzzi, 1993)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia pseudotuberculosis,"(Chiesa et al., 1993)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia rohdei,"(Aleksic et al., 1987)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yokenella regensburgei,"(Ursing et al., 1980)"
Bacteria,Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Actinobacillus pleuropneumoniae,"(Bik et al., 2006)"
Bacteria,Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Aggregatibacter aphrophilus,"(Bik et al., 2006; Nørskov-Lauritsen & Kilian, 2006)"
Bacteria,Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Haemophilus haemolyticus,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Haemophilus influenzae,"(Bik et al., 2006)"
Bacteria,Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Haemophilus parainfluenzae,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Haemophilus quentini,"(Milisavljevic et al., 2013)"
Bacteria,Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Haemophilus sputorum,"(Li et al., 2008)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter baumannii,"(Pandey et al., 2012)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter calcoaceticus,"(Proskuriakova et al., 1982)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter haemolyticus,"(Piechaud et al., 1956)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter johnsonii,"(Castellani & Chalmers, 1919)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter junii,"(Bik et al., 2006)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter lwoffii,"(Wang et al., 2005)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter pittii,"(Pandey et al., 2012)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter radioresistens,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter septicus,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Moraxella catarrhalis,"(Drasar & Hill, 1974)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Moraxella osloensis,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Psychrobacter arenosus,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas alcaliphila,"(Ley et al., 2006)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas aeruginosa,"(Drasar & Hill, 1974)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas fluorescens,"(Lambert-Zechovsky et al., 1985)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas monteilii,"(Elomari et al., 1997)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas nitroreducens,"(Ley et al., 2006)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas oleovorans,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas putida,"(Lambert-Zechovsky et al., 1985)"
Bacteria,Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas stutzeri,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Gamma-Vibrionales,Vibrionaceae,Grimontia hollisae,"(Hickman, 1982; Thompson et al., 2003)"
Bacteria,Proteobacteria,Gamma-Vibrionales,Vibrionaceae,Vibrio fluvialis,"(Lee et al., 1981)"
Bacteria,Proteobacteria,Gamma-Vibrionales,Vibrionaceae,Vibrio furnissii,"(Brenner et al., 1983)"
Bacteria,Proteobacteria,Gamma-Vibrionales,Vibrionaceae,Vibrio mimicus,"(Chowdhury et al., 1987)"
Bacteria,Proteobacteria,Gamma-Vibrionales,Vibrionaceae,Vibrio parahaemolyticus,"(Molenda et al., 1972)"
Bacteria,Proteobacteria,Gamma-Xanthomonadales,Sinobacteraceae,Nevskia ramosa,"(Walker et al., 2011)"
Bacteria,Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Lysobacter soli,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas mexicana,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Rhodanobacter ginsenosidimutans,"(Wang et al., 2003)"
Bacteria,Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Silanimonas lenta,"(Walker et al., 2011)"
Bacteria,Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Stenotrophomonas maltophilia,"(Apisarnthanarak et al., 2003)"
Bacteria,Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Stenotrophomonas rhizophila,"(Lagier et al., 2012)"
Bacteria,Spirochaetes,Spirochaetales,Brachyspiraceae,Brachyspira aalborgi,"(Mikosza et al., 2001)"
Bacteria,Spirochaetes,Spirochaetales,Brachyspiraceae,Brachyspira pilosicoli,"(Mikosza et al., 2001)"
Bacteria,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema berlinense,"(Tito et al., 2012)"
Bacteria,Synergistetes,Synergistales,Synergistaceae,Cloacibacillus evryensis,"(Ganesan et al., 2008)"
Bacteria,Synergistetes,Synergistales,Synergistaceae,Pyramidobacter piscolens,"(Lagier et al., 2012)"
Bacteria,Tenericutes,Mollicutes-Mycoplasmatales,Mycoplasmataceae,Mycoplasma pneumoniae,"(Chen et al., 2001)"
Bacteria,Tenericutes,Mollicutes-Mycoplasmatales,Mycoplasmataceae,Mycoplasma hominis,"(Munday et al., 1981)"
Bacteria,Tenericutes,Mollicutes-Mycoplasmatales,Mycoplasmataceae,Ureaplasma urealyticum,"(Munday et al., 1981)"
Bacteria,Tenericutes,Mollicutes-Mycoplasmatales,Mycoplasmataceae,Ureaplasma parvum,"(Milisavljevic et al., 2013)"
Bacteria,Verrucomicrobia,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter fluviatilis,"(McLaughlin et al., 2010)"
Bacteria,Verrucomicrobia,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia muciniphila,"(Derrien et al., 2004)"
Bacteria,Amoebozoa,Archamoebae-Entamoebida,Entamoebidae,Entamoeba hartmanni,"(Fotedar et al., 2007; Hamad et al., 2013)"
Bacteria,Amoebozoa,Archamoebae-Entamoebida,Entamoebidae,Entamoeba moshkovskii,"(Fotedar et al., 2007)"
Bacteria,Amoebozoa,Archamoebae-Entamoebida,Entamoebidae,Entamoeba coli,"(Fotedar et al., 2007)"
Bacteria,Amoebozoa,Archamoebae-Entamoebida,Entamoebidae,Entamoeba dispar,"(Fotedar et al., 2007)"
Bacteria,Amoebozoa,Archamoebae-Entamoebida,Entamoebidae,Entamoeba histolytica,"(Fotedar et al., 2007)"
Bacteria,Amoebozoa,Archamoebae-Entamoebida,Entamoebidae,Entamoeba polecki,"(Fotedar et al., 2007)"
Bacteria,Amoebozoa,Archamoebae-Entamoebida,Entamoebidae,Endolimax nana ,"(Raso et al., 2005)"
Bacteria,Amoebozoa,Archamoebae-Entamoebida,Entamoebidae,Iodamoeba bütschlii,"(Raso et al., 2005)"
Bacteria,Apicomplexa,Coccidia-Eucoccidiorida,Cryptosporidiidae,Cryptosporidium hominis,"(Elwin et al., 2012)"
Bacteria,Apicomplexa,Coccidia-Eucoccidiorida,Cryptosporidiidae,Cryptosporidium meleagridis,"(Leone et al., 2009)"
Bacteria,Apicomplexa,Coccidia-Eucoccidiorida,Cryptosporidiidae,Cryptosporidium parvum,"(Farthing, 2006)"
Bacteria,Apicomplexa,Coccidia-Eucoccidiorida,Cryptosporidiidae,Cryptosporidium viatorum,"(Elwin et al., 2012)"
Bacteria,Apicomplexa,Coccidia-Eucoccidiorida,Eimeriidae,Cyclospora cayetanensis,"(Ortega et al., 1994)"
Bacteria,Apicomplexa,Coccidia-Eucoccidiorida,Sarcocystidae,Cystoisospora belli,"(Modigliani et al., 1985)"
Bacteria,Apicomplexa,Coccidia-Eucoccidiorida,Sarcocystidae,Isospora natalensis ,"(Elsdon-Dew & Freedman, 1953)"
Bacteria,Apicomplexa,Coccidia-Eucoccidiorida,Sarcocystidae,Sarcocystis hominis  ,"(Fayer, 2004)"
Bacteria,Apicomplexa,Coccidia-Eucoccidiorida,Sarcocystidae,Sarcocystis suihominis,"(Fayer, 2004)"
Bacteria,Ciliophora,Litostomatea-Vestibuliferida,Balantidiidae,Neobalantidium coli,"(Dobell & O'Connor, 1921)"
Fungi,Ascomycota,Dothideomycetes-Capnodiales,mitosporic Davidiellaceae,Cladosporium sphaerospermum,"(Taylor et al., 1985)"
Fungi,Ascomycota,Dothideomycetes-Dothideales,mitosporic Dothioraceae,Aureobasidium pullulans,"(Chen et al., 2010)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,mitosporic Trichocomaceae,Penicillium brevicompactum,"(Gouba et al., 2013)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,mitosporic Trichocomaceae,Penicillium camemberti,"(Gouba et al., 2013)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,mitosporic Trichocomaceae,Penicillium chrysogenum,"(Taylor et al., 1985)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,mitosporic Trichocomaceae,Penicillium decumbens,"(Taylor et al., 1985)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,mitosporic Trichocomaceae,Penicillium roqueforti,"(Scanlan & Marchesi, 2008)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,mitosporic Trichocomaceae,Penicillium citrinum,"(Taylor et al., 1985)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,mitosporic Trichocomaceae,Penicillium notatum,"(Taylor et al., 1985)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,mitosporic Trichocomaceae,Penicillium steckii  ,"(Taylor et al., 1985)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,mitosporic Trichocomaceae,Penicillium dipodomyicola  ,"(Gouba et al., 2013)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,Trichocomaceae,Aspergillus flavipes,"(Gouba et al., 2013)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,Trichocomaceae,Aspergillus niger,"(Taylor et al., 1985)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,Trichocomaceae,Aspergillus penicillioides,"(Chen et al., 2010)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,Trichocomaceae,Aspergillus sydowii,"(Taylor et al., 1985)"
Fungi,Ascomycota,Eurotiomycetes-Eurotiales,Trichocomaceae,Aspergillus versicolor,"(Taylor et al., 1985)"
Fungi,Ascomycota,Eurotiomycetes-Onygenales,Ajellomycetaceae,Ajellomyces capsulatus,"(Li et al., 2012)"
Fungi,Ascomycota,Eurotiomycetes-Onygenales,Ajellomycetaceae,Ajellomyces dermatitidis,"(Li et al., 2012)"
Fungi,Ascomycota,Leotiomycetes-Helotiales,Sclerotiniaceae,Botryotinia fuckeliana,"(Ott et al., 2008)"
Fungi,Ascomycota,Saccharomycetes-Saccharomycetales,Dipodascaceae,Galactomyces geotrichum,"(Hamad et al., 2013)"
Fungi,Ascomycota,Saccharomycetes-Saccharomycetales,Dipodascaceae,Geotrichum silvicola ,"(Lagier et al., 2012)"
Fungi,Ascomycota,Saccharomycetes-Saccharomycetales,mitosporic Saccharomycetales,Candida albicans,"(Anderson, 1917; Finegold et al., 1974; Finegold et al., 1977)"
Fungi,Ascomycota,Saccharomycetes-Saccharomycetales,mitosporic Saccharomycetales,Candida austromarina,"(Ott et al., 2008)"
Fungi,Ascomycota,Saccharomycetes-Saccharomycetales,mitosporic Saccharomycetales,Candida dubliniensis,"(Hamad et al., 2013)"
Fungi,Ascomycota,Saccharomycetes-Saccharomycetales,mitosporic Saccharomycetales,Candida edaphicus,"(Nam et al., 2008)"
Fungi,Ascomycota,Saccharomycetes-Saccharomycetales,mitosporic Saccharomycetales,Candida glabrata,"(Biasoli et al., 2002)"
Archaea,Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera gargensis,"(Rieu-Lesme et al., 2005)"
Archaea,Crenarchaeota,Thermoprotei-Sulfolobales,Sulfolobaceae,Sulfolobus solfataricus,"(Rieu-Lesme et al., 2005)"
Archaea,Euryarchaeota,Halobacteria-Halobacteriales,Halobacteriaceae,Halorubrum koreense,"(Nam et al., 2008)"
Archaea,Euryarchaeota,Halobacteriales,Halobacteriaceae,Halococcus morrhuae,"(Nam et al., 2008)"
Archaea,Euryarchaeota,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter ruminantium,"(Nottingham & Hungate, 1968)"
Archaea,Euryarchaeota,Methanobacteriales,Methanobacteriaceae,Methanosphaera stadtmanae,"(Miller & Wolin, 1985)"
Archaea,Euryarchaeota,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter smithii,"(Miller & Wolin, 1986)"
Archaea,Euryarchaeota,Methanomicrobia,unclassified Methanomicrobia,Methanomassiliicoccus luminyensis,"(Dridi et al., 2012)"
