fastq_fn	fastq_prep_ID	HG38	T2T_pese	Pangenome_pese	Transcript_pese
TCGA-13-0724-01A-01R-1564-13_rnaseq.	117445	954848	234794	165322	163734
TCGA-13-0725-01A-01R-1564-13_GRCh37-lite_rnaseq.	117445	844070	694314	411578	404868
TCGA-13-0725-01A-01R-1564-13_rnaseq.	117445	151974	121580	75670	74680
TCGA-13-0726-01A-01R-1564-13_GRCh37-lite_rnaseq.	117456	1562096	273798	258946	256352
TCGA-13-0726-01A-01R-1564-13_rnaseq.	117456	1562610	274290	258948	256350
TCGA-13-0727-01A-01R-1564-13_GRCh37-lite_rnaseq.	117455	181666	149526	104390	102998
TCGA-13-0727-01A-01R-1564-13_rnaseq.	117455	66022	53956	37458	36992
TCGA-13-0730-01A-01R-1564-13_GRCh37-lite_rnaseq.	117448	1889502	1161422	436488	427472
TCGA-13-0730-01A-01R-1564-13_rnaseq.	117448	1248320	723354	254888	249598
TCGA-13-0760-01A-01R-1564-13_GRCh37-lite_rnaseq.	117459	14138	5090	4190	4116
TCGA-13-0760-01A-01R-1564-13_rnaseq.	117459	571064	185946	150098	147812
TCGA-13-0762-01A-01R-1564-13_GRCh37-lite_rnaseq.	117458	782840	171738	155524	153782
TCGA-13-0762-01A-01R-1564-13_rnaseq.	117458	243374	59366	51260	50724
TCGA-13-0765-01A-01R-1564-13_GRCh37-lite_rnaseq.	117458	1434240	1166174	1102534	1099860
TCGA-13-0765-01A-01R-1564-13_rnaseq.	117458	423350	348710	316872	315806
TCGA-13-0766-01A-02R-1564-13_GRCh37-lite_rnaseq.	117427	1142758	826046	314962	310414
TCGA-13-0766-01A-02R-1564-13_rnaseq.	117427	1207834	890228	316032	311478
TCGA-13-0768-01A-01R-1569-13_GRCh37-lite_rnaseq.	117451	44754	42182	31684	31498
TCGA-13-0768-01A-01R-1569-13_rnaseq.	117451	330850	310902	233830	232082
TCGA-13-0795-01A-01R-1564-13_GRCh37-lite_rnaseq.	117451	35192	11136	10338	10228
TCGA-13-0795-01A-01R-1564-13_rnaseq.	117451	249974	85854	77370	76630
TCGA-13-0797-01A-01R-1564-13_GRCh37-lite_rnaseq.	117454	647090	288122	248214	246544
TCGA-13-0797-01A-01R-1564-13_rnaseq.	117454	651876	292796	248274	246590
TCGA-13-0799-01A-01R-1564-13_GRCh37-lite_rnaseq.	117458	3356854	3026516	1284726	1258298
TCGA-13-0799-01A-01R-1564-13_rnaseq.	117458	3392234	3061314	1285590	1259020
TCGA-13-0800-01A-01R-1564-13_GRCh37-lite_rnaseq.	117446	968464	119658	108302	107110
TCGA-13-0800-01A-01R-1564-13_rnaseq.	117446	968688	119790	108312	107114
TCGA-13-0801-01A-01R-1564-13_GRCh37-lite_rnaseq.	117458	188314	36628	29360	28804
TCGA-13-0801-01A-01R-1564-13_rnaseq.	117458	1264278	256008	204592	200620
TCGA-13-0804-01A-01R-1564-13_GRCh37-lite_rnaseq.	118022	1232634	730248	393078	385622
TCGA-13-0804-01A-01R-1564-13_rnaseq.	118022	1237830	735276	393270	385782
TCGA-13-0883-01A-02R-1569-13_GRCh37-lite_rnaseq.	117442	192452	54798	43336	42340
TCGA-13-0883-01A-02R-1569-13_rnaseq.	117442	192584	54922	43342	42342
TCGA-13-0884-01B-01R-1565-13_GRCh37-lite_rnaseq.	117443	1499684	108998	97702	96878
TCGA-13-0884-01B-01R-1565-13_rnaseq.	117443	655614	45402	42140	41906
TCGA-13-0885-01A-02R-1569-13_GRCh37-lite_rnaseq.	117454	162302	68516	58848	56994
TCGA-13-0885-01A-02R-1569-13_rnaseq.	117454	110958	47032	40644	39350
TCGA-13-0886-01A-01R-1569-13_GRCh37-lite_rnaseq.	117457	9642	8290	6958	6826
TCGA-13-0886-01A-01R-1569-13_rnaseq.	117457	89830	76592	63932	62536
TCGA-13-0887-01A-01R-1564-13_GRCh37-lite_rnaseq.	117452	2878530	1058704	559700	548470
TCGA-13-0887-01A-01R-1564-13_rnaseq.	117452	2892224	1072208	560026	548756
TCGA-13-0888-01A-01R-1564-13_GRCh37-lite_rnaseq.	117438	3128330	251096	242422	241782
TCGA-13-0888-01A-01R-1564-13_rnaseq.	117438	3128772	251472	242434	241786
TCGA-13-0890-01A-01R-1564-13_GRCh37-lite_rnaseq.	117458	372494	200268	95248	92926
TCGA-13-0890-01A-01R-1564-13_rnaseq.	117458	2957508	1359910	649004	632644
TCGA-13-0891-01A-01R-1564-13_GRCh37-lite_rnaseq.	117425	1820134	225476	171100	169448
TCGA-13-0891-01A-01R-1564-13_rnaseq.	117425	3862650	508422	376074	372022
TCGA-13-0893-01B-01R-1565-13_GRCh37-lite_rnaseq.	117453	55958	13842	11768	11576
TCGA-13-0893-01B-01R-1565-13_rnaseq.	117453	146750	36300	31818	31392
TCGA-13-0897-01A-01R-1564-13_GRCh37-lite_rnaseq.	117451	219704	100954	93196	92412
TCGA-13-0897-01A-01R-1564-13_rnaseq.	117451	220024	101238	93240	92440
TCGA-13-0899-01A-01R-1564-13_GRCh37-lite_rnaseq.	117459	742334	449072	413326	408770
TCGA-13-0899-01A-01R-1564-13_rnaseq.	117459	125990	79292	72720	71952
TCGA-13-0900-01B-01R-1565-13_GRCh37-lite_rnaseq.	117454	26030	23602	22522	22412
TCGA-13-0900-01B-01R-1565-13_rnaseq.	117454	84970	77168	73814	73418
TCGA-13-0901-01B-01R-1565-13_GRCh37-lite_rnaseq.	117452	63658	37396	36282	35922
TCGA-13-0901-01B-01R-1565-13_rnaseq.	117452	99642	58988	57262	56700
TCGA-13-0905-01B-01R-1565-13_GRCh37-lite_rnaseq.	117457	327852	235194	211586	209686
TCGA-13-0905-01B-01R-1565-13_rnaseq.	117457	328330	235620	211592	209696
TCGA-13-0906-01A-01R-1564-13_GRCh37-lite_rnaseq.	117438	860084	41898	38974	38746
TCGA-13-0906-01A-01R-1564-13_rnaseq.	117438	1306660	66320	61698	61350
TCGA-13-0908-01B-01R-1565-13_GRCh37-lite_rnaseq.	117456	7444	3528	2378	2326
TCGA-13-0908-01B-01R-1565-13_rnaseq.	117456	29722	14090	9676	9468
TCGA-13-0911-01A-01R-1564-13_GRCh37-lite_rnaseq.	117446	1864464	641336	333332	326018
TCGA-13-0911-01A-01R-1564-13_rnaseq.	117446	439178	134148	71516	69982
TCGA-13-0913-01A-01R-1564-13_GRCh37-lite_rnaseq.	117458	12206	6606	5992	5940
TCGA-13-0913-01A-01R-1564-13_rnaseq.	117458	340914	178720	160136	158248
TCGA-13-0913-02A-01R-1564-13_GRCh37-lite_rnaseq.	117419	32866	18270	17486	17368
TCGA-13-0913-02A-01R-1564-13_rnaseq.	117419	427230	246964	237056	235130
TCGA-13-0916-01A-01R-1564-13_GRCh37-lite_rnaseq.	117459	14300	7054	4484	4382
TCGA-13-0916-01A-01R-1564-13_rnaseq.	117459	63110	30944	19824	19268
TCGA-13-0919-01A-01R-1564-13_GRCh37-lite_rnaseq.	117459	467528	267436	225784	222908
TCGA-13-0919-01A-01R-1564-13_rnaseq.	117459	467896	267760	225806	222916
TCGA-13-0920-01A-01R-1564-13_GRCh37-lite_rnaseq.	117427	867848	31592	26704	26424
TCGA-13-0920-01A-01R-1564-13_rnaseq.	117427	1371452	53278	44928	44468
TCGA-13-0923-01A-01R-1564-13_GRCh37-lite_rnaseq.	117443	2155956	623190	367586	361430
TCGA-13-0923-01A-01R-1564-13_rnaseq.	117443	2164886	631896	367872	361690
TCGA-13-0924-01A-01R-1564-13_GRCh37-lite_rnaseq.	117432	1841880	519996	498250	496818
TCGA-13-0924-01A-01R-1564-13_rnaseq.	117432	547418	147782	141494	141118
TCGA-13-1403-01A-01R-1565-13_GRCh37-lite_rnaseq.	117451	207020	51234	44232	43026
TCGA-13-1403-01A-01R-1565-13_rnaseq.	117451	207198	51398	44238	43030
TCGA-13-1404-01A-01R-1565-13_GRCh37-lite_rnaseq.	117441	1156166	107368	74146	72980
TCGA-13-1404-01A-01R-1565-13_rnaseq.	117442	1156554	107698	74178	73006
TCGA-13-1405-01A-01R-1565-13_GRCh37-lite_rnaseq.	117455	72348	23588	17134	16894
TCGA-13-1405-01A-01R-1565-13_rnaseq.	117455	206832	66876	49428	48892
TCGA-13-1407-01A-01R-1565-13_GRCh37-lite_rnaseq.	117455	1332712	189518	167072	165478
TCGA-13-1407-01A-01R-1565-13_rnaseq.	117455	1333150	189642	167084	165484
TCGA-13-1408-01A-01R-1565-13_GRCh37-lite_rnaseq.	117457	22316	16614	14188	14076
TCGA-13-1408-01A-01R-1565-13_rnaseq.	117457	203050	149896	127538	126242
TCGA-13-1409-01A-01R-1565-13_GRCh37-lite_rnaseq.	117453	36736	28414	27150	26856
TCGA-13-1409-01A-01R-1565-13_rnaseq.	117453	462836	354216	337512	334068
TCGA-13-1410-01A-01R-1565-13_GRCh37-lite_rnaseq.	117455	159746	104284	79036	77640
TCGA-13-1410-01A-01R-1565-13_rnaseq.	117455	33332	21608	16732	16452
TCGA-13-1411-01A-01R-1565-13_GRCh37-lite_rnaseq.	117457	169458	99716	73792	72204
TCGA-13-1411-01A-01R-1565-13_rnaseq.	117457	169968	100156	73816	72220
TCGA-13-1477-01A-01R-1565-13_GRCh37-lite_rnaseq.	117454	370462	330922	234812	232900
TCGA-13-1477-01A-01R-1565-13_rnaseq.	117454	222388	199398	141592	140492
TCGA-13-1481-01A-01R-1565-13_GRCh37-lite_rnaseq.	117456	49348	42944	24414	24218
TCGA-13-1481-01A-01R-1565-13_rnaseq.	117456	399490	346660	196106	194374
TCGA-13-1482-01A-01R-1565-13_GRCh37-lite_rnaseq.	117459	44840	24910	22726	22528
TCGA-13-1482-01A-01R-1565-13_rnaseq.	117459	136976	76368	69828	69222
TCGA-13-1483-01A-01R-1565-13_GRCh37-lite_rnaseq.	117455	14958	9328	8436	8336
TCGA-13-1483-01A-01R-1565-13_rnaseq.	117455	59176	36422	32876	32546
TCGA-13-1485-01A-02R-1565-13_GRCh37-lite_rnaseq.	117446	499094	69742	62960	62202
TCGA-13-1485-01A-02R-1565-13_rnaseq.	117446	499292	69938	62966	62202
TCGA-13-1487-01A-01R-1565-13_GRCh37-lite_rnaseq.	117424	465280	94448	88312	87816
TCGA-13-1487-01A-01R-1565-13_rnaseq.	117424	465344	94462	88316	87816
TCGA-13-1488-01A-01R-1565-13_GRCh37-lite_rnaseq.	117442	28042	24952	23194	23130
TCGA-13-1488-01A-01R-1565-13_rnaseq.	117442	198250	175500	162160	161648
TCGA-13-1489-01A-01R-1565-13_GRCh37-lite_rnaseq.	117453	67472	63368	62014	61814
TCGA-13-1489-01A-01R-1565-13_rnaseq.	117453	199836	186956	183190	182544
TCGA-13-1489-02A-01R-1565-13_GRCh37-lite_rnaseq.	117453	489784	451370	411320	408938
TCGA-13-1489-02A-01R-1565-13_rnaseq.	117453	174084	161502	147112	146258
TCGA-13-1492-01A-01R-1565-13_GRCh37-lite_rnaseq.	117455	17890	11716	10594	10504
TCGA-13-1492-01A-01R-1565-13_rnaseq.	117455	52686	34310	30978	30686
TCGA-13-1495-01A-01R-1565-13_GRCh37-lite_rnaseq.	117453	232244	94124	84084	80152
TCGA-13-1495-01A-01R-1565-13_rnaseq.	117453	118374	50006	44806	42782
TCGA-13-1496-01A-01R-1565-13_GRCh37-lite_rnaseq.	117426	1521374	298444	277100	275912
TCGA-13-1496-01A-01R-1565-13_rnaseq.	117426	823222	159890	147268	146632
TCGA-13-1497-01A-01R-1565-13_GRCh37-lite_rnaseq.	117450	66396	50656	37000	36844
TCGA-13-1497-01A-01R-1565-13_rnaseq.	117450	379546	289910	212232	211392
TCGA-13-1498-01A-01R-1565-13_GRCh37-lite_rnaseq.	117456	15290	11692	9678	9582
TCGA-13-1498-01A-01R-1565-13_rnaseq.	117456	267822	189664	164810	163086
TCGA-13-1499-01A-01R-1565-13_GRCh37-lite_rnaseq.	117455	364914	311140	244516	242750
TCGA-13-1499-01A-01R-1565-13_rnaseq.	117455	127052	108932	85602	85024
TCGA-13-1501-01A-01R-1565-13_GRCh37-lite_rnaseq.	117455	1665594	314018	292114	289634
TCGA-13-1501-01A-01R-1565-13_rnaseq.	117455	244150	40658	37926	37628
TCGA-13-1505-01A-01R-1565-13_GRCh37-lite_rnaseq.	117449	22192	11602	8898	8698
TCGA-13-1505-01A-01R-1565-13_rnaseq.	117449	151814	73448	55950	54650
TCGA-13-1506-01A-01R-1565-13_GRCh37-lite_rnaseq.	117426	381120	102378	88854	88060
TCGA-13-1506-01A-01R-1565-13_rnaseq.	117426	383682	104512	88868	88064
TCGA-13-1507-01A-01R-1565-13_GRCh37-lite_rnaseq.	117448	617992	541446	466990	466152
TCGA-13-1507-01A-01R-1565-13_rnaseq.	117448	618770	542146	467064	466222
TCGA-13-1509-01A-01R-1565-13_GRCh37-lite_rnaseq.	117456	592042	305002	263070	261120
TCGA-13-1509-01A-01R-1565-13_rnaseq.	117456	106694	58476	50778	50402
TCGA-13-1510-01A-02R-1565-13_GRCh37-lite_rnaseq.	117453	923700	858230	815190	812120
TCGA-13-1510-01A-02R-1565-13_rnaseq.	117453	345722	322146	306316	305202
TCGA-13-1511-01A-01R-1565-13_GRCh37-lite_rnaseq.	117455	8648	5038	4282	4224
TCGA-13-1511-01A-01R-1565-13_rnaseq.	117455	38066	22108	18818	18534
TCGA-13-1512-01A-01R-1565-13_GRCh37-lite_rnaseq.	117449	445576	221386	209034	208338
TCGA-13-1512-01A-01R-1565-13_rnaseq.	117449	446042	221786	209050	208350
TCGA-13-2060-01A-01R-1568-13_GRCh37-lite_rnaseq.	117452	902862	130724	95262	93520
TCGA-13-2060-01A-01R-1568-13_rnaseq.	117452	314216	46600	34178	33606
TCGA-13-A5FT-01A-11R-A406-31_rnaseq.	117456	588664	340444	337572	337280
TCGA-20-0987-01A-02R-1564-13_GRCh37-lite_rnaseq.	117420	47742	18452	9454	9322
TCGA-20-0987-01A-02R-1564-13_rnaseq.	117419	268798	101028	51022	50262
TCGA-20-0991-01A-01R-1564-13_GRCh37-lite_rnaseq.	117452	200372	160858	98006	97234
TCGA-20-0991-01A-01R-1564-13_rnaseq.	117452	201758	162148	98044	97260
TCGA-20-1682-01A-01R-1564-13_GRCh37-lite_rnaseq.	117439	4029496	105266	90522	89698
TCGA-20-1682-01A-01R-1564-13_rnaseq.	117439	4029738	105442	90530	89700
TCGA-20-1683-01A-01R-1566-13_GRCh37-lite_rnaseq.	117455	780824	596016	229228	227170
TCGA-20-1683-01A-01R-1566-13_rnaseq.	117455	381246	293400	112914	111906
TCGA-20-1684-01A-01R-1566-13_GRCh37-lite_rnaseq.	117458	1532	1250	1002	966
TCGA-20-1684-01A-01R-1566-13_rnaseq.	117458	9236	7572	6010	5816
TCGA-20-1685-01A-01R-1566-13_GRCh37-lite_rnaseq.	117458	144622	115666	84696	82538
TCGA-20-1685-01A-01R-1566-13_rnaseq.	117458	33596	26230	20110	19666
TCGA-20-1686-01A-01R-1566-13_GRCh37-lite_rnaseq.	117442	1272804	110466	89478	86028
TCGA-20-1686-01A-01R-1566-13_rnaseq.	117443	3276112	308168	249132	239108
TCGA-20-1687-01A-01R-1566-13_GRCh37-lite_rnaseq.	117446	91010	17264	13746	13366
TCGA-20-1687-01A-01R-1566-13_rnaseq.	117446	210634	41154	33090	32134
TCGA-23-1021-01B-01R-1564-13_GRCh37-lite_rnaseq.	117436	676070	243822	235376	234660
TCGA-23-1021-01B-01R-1564-13_rnaseq.	117436	676248	243980	235384	234666
TCGA-23-1022-01A-01R-1564-13_GRCh37-lite_rnaseq.	117455	955904	181192	158124	155860
TCGA-23-1022-01A-01R-1564-13_rnaseq.	117455	641166	126812	106550	105038
TCGA-23-1023-01A-02R-1564-13_GRCh37-lite_rnaseq.	117457	355302	210710	87430	84974
TCGA-23-1023-01A-02R-1564-13_rnaseq.	117457	994284	381714	177210	172722
TCGA-23-1023-01R-01R-1564-13_GRCh37-lite_rnaseq.	117458	42886	14332	8656	8498
TCGA-23-1023-01R-01R-1564-13_rnaseq.	117458	183692	58848	35558	34900
TCGA-23-1024-01A-02R-1564-13_GRCh37-lite_rnaseq.	117457	604408	564988	238002	229908
TCGA-23-1024-01A-02R-1564-13_rnaseq.	117457	2198438	1809170	778466	751628
TCGA-23-1026-01B-01R-1569-13_GRCh37-lite_rnaseq.	117443	12860	7764	6666	6460
TCGA-23-1026-01B-01R-1569-13_rnaseq.	117443	47902	29082	25064	24322
TCGA-23-1027-01A-02R-1564-13_GRCh37-lite_rnaseq.	117459	310378	169388	133634	130334
TCGA-23-1027-01A-02R-1564-13_rnaseq.	117459	44270	23292	18462	18042
TCGA-23-1028-01A-01R-1564-13_GRCh37-lite_rnaseq.	117439	5581388	213518	205976	204666
TCGA-23-1028-01A-01R-1564-13_rnaseq.	117440	5581590	213674	205992	204668
TCGA-23-1029-01B-01R-1567-13_GRCh37-lite_rnaseq.	117454	259902	175210	95754	92364
TCGA-23-1029-01B-01R-1567-13_rnaseq.	117454	72956	43542	25396	24530
TCGA-23-1030-01A-02R-1564-13_GRCh37-lite_rnaseq.	117446	1100456	25518	22558	22332
TCGA-23-1030-01A-02R-1564-13_rnaseq.	117447	3497414	88494	75388	74258
TCGA-23-1032-01A-02R-1564-13_GRCh37-lite_rnaseq.	117459	92676	10762	9136	8974
TCGA-23-1032-01A-02R-1564-13_rnaseq.	117459	1607238	227976	193962	190026
TCGA-23-1107-01A-01R-1564-13_GRCh37-lite_rnaseq.	117419	1506786	375522	361386	360168
TCGA-23-1107-01A-01R-1564-13_rnaseq.	117419	513246	103420	99488	99146
TCGA-23-1109-01A-01R-1564-13_GRCh37-lite_rnaseq.	117451	1124766	771400	368756	358818
TCGA-23-1109-01A-01R-1564-13_rnaseq.	117451	1129494	776134	368846	358880
TCGA-23-1110-01A-01R-1564-13_GRCh37-lite_rnaseq.	117416	246916	42940	40154	39852
TCGA-23-1110-01A-01R-1564-13_rnaseq.	117416	246942	42964	40162	39852
TCGA-23-1111-01A-01R-1567-13_GRCh37-lite_rnaseq.	117455	141788	87222	65974	63210
TCGA-23-1111-01A-01R-1567-13_rnaseq.	117455	142486	87878	66008	63226
TCGA-23-1113-01A-01R-1564-13_GRCh37-lite_rnaseq.	117433	249556	220876	93448	90664
TCGA-23-1113-01A-01R-1564-13_rnaseq.	117433	1004460	732480	326092	316712
TCGA-23-1114-01B-01R-1566-13_GRCh37-lite_rnaseq.	117456	7978	3186	2480	2268
TCGA-23-1114-01B-01R-1566-13_rnaseq.	117456	150010	55492	40506	36102
TCGA-23-1116-01A-01R-1564-13_GRCh37-lite_rnaseq.	117438	232246	148982	139606	139022
TCGA-23-1116-01A-01R-1564-13_rnaseq.	117438	232546	149256	139610	139024
TCGA-23-1118-01A-01R-1564-13_GRCh37-lite_rnaseq.	117444	555500	30648	28894	28576
TCGA-23-1118-01A-01R-1564-13_rnaseq.	117444	890296	54816	51580	51048
TCGA-23-1119-01A-02R-1565-13_GRCh37-lite_rnaseq.	117425	943438	49130	44306	44136
TCGA-23-1119-01A-02R-1565-13_rnaseq.	117426	1402870	74578	67222	66944
TCGA-23-1120-01A-02R-1565-13_GRCh37-lite_rnaseq.	117456	507784	160636	128034	125472
TCGA-23-1120-01A-02R-1565-13_rnaseq.	117456	159320	53304	42536	41778
TCGA-23-1122-01A-01R-1565-13_GRCh37-lite_rnaseq.	117456	177406	109496	87280	85276
TCGA-23-1122-01A-01R-1565-13_rnaseq.	117456	178170	110216	87294	85284
TCGA-23-1123-01A-01R-1565-13_GRCh37-lite_rnaseq.	117456	10778	7182	5276	5218
TCGA-23-1123-01A-01R-1565-13_rnaseq.	117456	44018	29344	21510	21254
TCGA-23-1809-01A-01R-1566-13_GRCh37-lite_rnaseq.	117455	471834	86034	56248	52518
TCGA-23-1809-01A-01R-1566-13_rnaseq.	117455	472092	86228	56278	52538
TCGA-23-2077-01A-01R-1568-13_GRCh37-lite_rnaseq.	117452	131952	63138	48588	47118
TCGA-23-2077-01A-01R-1568-13_rnaseq.	117452	44308	21824	16902	16422
TCGA-23-2078-01A-01R-1568-13_GRCh37-lite_rnaseq.	117457	438570	199702	103664	99774
TCGA-23-2078-01A-01R-1568-13_rnaseq.	117457	83252	32728	16732	16024
TCGA-23-2081-01A-01R-1568-13_GRCh37-lite_rnaseq.	117458	140786	63970	46332	43794
TCGA-23-2081-01A-01R-1568-13_rnaseq.	117458	141230	64392	46328	43802
TCGA-23-2084-01A-02R-1568-13_GRCh37-lite_rnaseq.	117457	249346	173346	118996	115620
TCGA-23-2084-01A-02R-1568-13_rnaseq.	117457	53952	29142	22008	21382
TCGA-24-0966-01A-01R-1564-13_GRCh37-lite_rnaseq.	117451	1771866	496226	281240	276446
TCGA-24-0966-01A-01R-1564-13_rnaseq.	117451	5046400	1267264	739536	727258
TCGA-24-0968-01A-01R-1569-13_GRCh37-lite_rnaseq.	117453	21406	16554	13884	13024
TCGA-24-0968-01A-01R-1569-13_rnaseq.	117453	167948	126782	106420	99642
TCGA-24-0970-01B-01R-1565-13_GRCh37-lite_rnaseq.	117454	9734	6510	5888	5828
TCGA-24-0970-01B-01R-1565-13_rnaseq.	117454	35582	23600	21372	21184
TCGA-24-0975-01A-02R-1565-13_GRCh37-lite_rnaseq.	117456	9808	6988	5596	5554
TCGA-24-0975-01A-02R-1565-13_rnaseq.	117456	69636	48774	39360	38998
TCGA-24-0979-01A-01R-1565-13_GRCh37-lite_rnaseq.	117457	6662	5936	4632	4478
TCGA-24-0979-01A-01R-1565-13_rnaseq.	117457	177402	157436	119992	115728
TCGA-24-0982-01A-01R-1565-13_GRCh37-lite_rnaseq.	117448	388708	81212	77126	76718
TCGA-24-0982-01A-01R-1565-13_rnaseq.	117448	1001296	219394	211524	210662
TCGA-24-1103-01A-01R-1565-13_GRCh37-lite_rnaseq.	117448	156880	99272	87992	87258
TCGA-24-1103-01A-01R-1565-13_rnaseq.	117448	67386	43614	38790	38512
TCGA-24-1104-01A-01R-1565-13_GRCh37-lite_rnaseq.	117454	28830	14406	11278	11124
TCGA-24-1104-01A-01R-1565-13_rnaseq.	117454	367180	172068	141174	139722
TCGA-24-1105-01A-01R-1565-13_GRCh37-lite_rnaseq.	117456	16298	11900	8074	8002
TCGA-24-1105-01A-01R-1565-13_rnaseq.	117456	158282	115144	77364	76532
TCGA-24-1413-01A-01R-1565-13_GRCh37-lite_rnaseq.	117444	703394	117318	97538	95918
TCGA-24-1413-01A-01R-1565-13_rnaseq.	117444	703552	117438	97546	95918
TCGA-24-1416-01A-01R-1565-13_GRCh37-lite_rnaseq.	117435	1482104	396930	391816	391014
TCGA-24-1416-01A-01R-1565-13_rnaseq.	117435	556366	147250	145396	145120
TCGA-24-1417-01A-01R-1565-13_GRCh37-lite_rnaseq.	117453	20948	8562	5754	5536
TCGA-24-1417-01A-01R-1565-13_rnaseq.	117453	63276	25212	16880	16364
TCGA-24-1418-01A-01R-1565-13_GRCh37-lite_rnaseq.	117452	34188	13158	9970	9798
TCGA-24-1418-01A-01R-1565-13_rnaseq.	117452	106218	39934	31344	30900
TCGA-24-1419-01A-01R-1565-13_GRCh37-lite_rnaseq.	117456	10094	6752	5206	5082
TCGA-24-1419-01A-01R-1565-13_rnaseq.	117456	191160	118960	96460	94638
TCGA-24-1422-01A-01R-1565-13_GRCh37-lite_rnaseq.	117457	381230	285186	258364	256268
TCGA-24-1422-01A-01R-1565-13_rnaseq.	117457	381446	285338	258382	256280
TCGA-24-1423-01A-01R-1565-13_GRCh37-lite_rnaseq.	117456	146522	98052	86506	85236
TCGA-24-1423-01A-01R-1565-13_rnaseq.	117456	55588	37502	33218	32800
TCGA-24-1424-01A-01R-1565-13_GRCh37-lite_rnaseq.	117456	94542	60110	48156	47094
TCGA-24-1424-01A-01R-1565-13_rnaseq.	117456	94886	60396	48152	47094
TCGA-24-1425-01A-02R-1566-13_GRCh37-lite_rnaseq.	117456	7578	2882	2052	1984
TCGA-24-1425-01A-02R-1566-13_rnaseq.	117456	46664	18062	12708	12252
TCGA-24-1426-01A-01R-1565-13_GRCh37-lite_rnaseq.	117456	19354	15404	14012	13916
TCGA-24-1426-01A-01R-1565-13_rnaseq.	117456	293184	232286	212242	210506
TCGA-24-1427-01A-01R-1565-13_GRCh37-lite_rnaseq.	117454	92762	37250	18606	18308
TCGA-24-1427-01A-01R-1565-13_rnaseq.	117454	566604	217338	107026	105136
TCGA-24-1428-01A-01R-1564-13_GRCh37-lite_rnaseq.	117459	626210	420632	197112	183016
TCGA-24-1428-01A-01R-1564-13_rnaseq.	117459	181880	133120	56888	52762
TCGA-24-1430-01A-01R-1566-13_GRCh37-lite_rnaseq.	117452	298680	90148	72116	69776
TCGA-24-1430-01A-01R-1566-13_rnaseq.	117452	103158	31338	26124	25406
TCGA-24-1431-01A-01R-1566-13_GRCh37-lite_rnaseq.	117450	120618	84908	74372	72956
TCGA-24-1431-01A-01R-1566-13_rnaseq.	117450	34454	24658	22144	21764
TCGA-24-1434-01A-01R-1566-13_GRCh37-lite_rnaseq.	117456	57434	7898	5608	5174
TCGA-24-1434-01A-01R-1566-13_rnaseq.	117456	663706	81436	56812	52080
TCGA-24-1435-01A-01R-1566-13_GRCh37-lite_rnaseq.	117453	22628	9494	8544	8438
TCGA-24-1435-01A-01R-1566-13_rnaseq.	117453	221488	95282	84848	83562
TCGA-24-1436-01A-01R-1566-13_GRCh37-lite_rnaseq.	117457	6102	3478	2698	2564
TCGA-24-1436-01A-01R-1566-13_rnaseq.	117457	99126	55084	42190	39682
TCGA-24-1463-01A-01R-1566-13_GRCh37-lite_rnaseq.	117458	84796	46542	32956	31454
TCGA-24-1463-01A-01R-1566-13_rnaseq.	117458	85160	46870	32962	31460
TCGA-24-1464-01A-01R-1566-13_GRCh37-lite_rnaseq.	117451	183772	78762	72638	70438
TCGA-24-1464-01A-01R-1566-13_rnaseq.	117451	382730	161748	148776	144278
TCGA-24-1467-01A-01R-1566-13_GRCh37-lite_rnaseq.	117439	165696	39792	30736	29574
TCGA-24-1467-01A-01R-1566-13_rnaseq.	117460	66610	16064	12856	12436
TCGA-24-1469-01A-01R-1566-13_GRCh37-lite_rnaseq.	117453	103764	71254	46158	44550
TCGA-24-1469-01A-01R-1566-13_rnaseq.	117453	103974	71426	46168	44560
TCGA-24-1470-01A-01R-1566-13_GRCh37-lite_rnaseq.	117456	5164	4084	3364	3282
TCGA-24-1470-01A-01R-1566-13_rnaseq.	117456	23222	18036	14712	14376
TCGA-24-1471-01A-01R-1566-13_GRCh37-lite_rnaseq.	117458	179980	165390	150866	148834
TCGA-24-1471-01A-01R-1566-13_rnaseq.	117458	180310	165702	150856	148834
TCGA-24-1474-01A-01R-1566-13_GRCh37-lite_rnaseq.	117454	219586	51596	41306	40118
TCGA-24-1474-01A-01R-1566-13_rnaseq.	117454	69690	17322	14132	13810
TCGA-24-1544-01A-01R-1566-13_GRCh37-lite_rnaseq.	117430	70210	22766	21608	21448
TCGA-24-1544-01A-01R-1566-13_rnaseq.	117430	523036	178414	168896	167468
TCGA-24-1545-01A-01R-1566-13_GRCh37-lite_rnaseq.	117458	94630	44140	14532	14164
TCGA-24-1545-01A-01R-1566-13_rnaseq.	117458	201108	95150	31180	30416
TCGA-24-1546-01A-01R-1566-13_GRCh37-lite_rnaseq.	117455	166880	114216	93946	92264
TCGA-24-1546-01A-01R-1566-13_rnaseq.	117455	80604	56058	46292	45580
TCGA-24-1548-01A-01R-1566-13_GRCh37-lite_rnaseq.	117458	112146	85138	56350	54522
TCGA-24-1548-01A-01R-1566-13_rnaseq.	117458	20462	15548	10540	10294
TCGA-24-1549-01A-01R-1566-13_GRCh37-lite_rnaseq.	117453	212286	77662	41064	38508
TCGA-24-1549-01A-01R-1566-13_rnaseq.	117453	93318	34162	18466	17476
