fastq_fn	fastq_prep_ID	HG38	T2T_pese	Pangenome_pese
G32467.TCGA-DK-A1A6-10A-01D-A13W-08.5.filtered	115224	842524	69228	21430
G32468.TCGA-GD-A2C5-01A-12D-A17V-08.1.filtered	115224	189690	14070	2962
G32468.TCGA-GD-A2C5-10A-01D-A17V-08.2.filtered	115224	645830	70506	25818
G32469.TCGA-DK-A1AG-01A-11D-A13W-08.3.filtered	115224	304436	48962	36566
G32522.TCGA-BJ-A191-10A-01D-A13W-08.1.filtered	115224	541954	74704	21796
G32526.TCGA-EL-A3TB-11A-11D-A22D-08.1.filtered	115224	582378	53730	13884
G32528.TCGA-DJ-A2Q8-01A-11D-A18F-08.5.filtered	115224	602520	64794	18100
G32529.TCGA-ET-A3DV-11A-11D-A202-08.4.filtered	115224	289512	25044	4010
G32531.TCGA-FK-A3S3-01A-11D-A22D-08.1.filtered	115224	247076	26592	2030
G32531.TCGA-FK-A3S3-10A-01D-A22D-08.1.filtered	115224	699148	96654	22210
G32533.TCGA-EM-A3FQ-10A-01D-A21A-08.2.filtered	115224	273084	17352	4262
G32537.TCGA-EL-A3CX-01A-11D-A19J-08.2.filtered	115224	266772	20950	3020
G32537.TCGA-EL-A3CX-10A-01D-A19M-08.4.filtered	115224	835806	200116	146328
G32539.TCGA-EM-A3AL-10A-01D-A202-08.1.filtered	115224	701360	195454	150734
G32541.TCGA-EE-A2GT-10A-01D-A199-08.3.filtered	115224	202092	10562	1274
G32543.TCGA-GN-A26C-10A-01D-A19A-08.4.filtered	115224	425084	62102	9060
G32544.TCGA-EB-A24D-10A-01D-A199-08.3.filtered	115224	277762	16712	2484
G32545.TCGA-EE-A29B-10A-01D-A199-08.1.filtered	115224	354720	23530	2542
G32549.TCGA-FS-A1ZP-10A-01D-A199-08.2.filtered	115224	1043584	94024	33418
G32551.TCGA-EE-A2MI-10A-01D-A199-08.1.filtered	115224	1033096	126486	60996
G32553.TCGA-ER-A19E-10A-01D-A199-08.2.filtered	115224	662358	82190	24206
G32554.TCGA-FS-A1ZK-06A-11D-A197-08.1.filtered	115224	1180304	60992	14196
G32555.TCGA-DA-A1IC-10A-01D-A199-08.1.filtered	115224	842740	77064	26436
G32556.TCGA-FS-A1ZU-06A-12D-A196-08.6.filtered	115224	865444	75250	18498
G32557.TCGA-ER-A19T-06A-11D-A19A-08.1.filtered	115224	780744	184342	111016
G32557.TCGA-ER-A19T-10A-01D-A19A-08.1.filtered	115224	316546	21896	4718
G32558.TCGA-FS-A1ZD-10A-01D-A199-08.2.filtered	115224	329194	25548	7070
G32559.TCGA-ER-A2NF-01A-11D-A19A-08.2.filtered	115224	840612	74008	22144
G32559.TCGA-ER-A2NF-10A-01D-A19A-08.2.filtered	115224	520430	178222	157032
G32560.TCGA-GN-A266-06A-11D-A197-08.3.filtered	115224	312754	21358	3832
G35154.TCGA-CS-5390-10A-01D-1468-08.1.filtered	115224	272360	18934	3128
G35154.TCGA-CS-6669-10A-01D-1893-08.6.filtered	115224	1111160	830934	288260
G35154.TCGA-DB-5278-01A-01D-1468-08.1.filtered	115224	1166592	84478	24526
G35154.TCGA-DU-5874-01A-11D-1705-08.2.filtered	115224	592914	66570	20192
G35154.TCGA-DU-6401-10A-01D-1705-08.2.filtered	115224	370152	30548	10576
G35154.TCGA-DU-7009-01A-11D-2024-08.2.filtered	115224	270886	17212	2040
G35154.TCGA-DU-7009-10A-01D-2024-08.2.filtered	115224	838976	81434	26580
G35154.TCGA-DU-7301-10A-01D-2086-08.2.filtered	115224	364168	40902	24334
G35154.TCGA-EZ-7264-01A-11D-2024-08.2.filtered	115224	195546	15722	1456
G35154.TCGA-FG-5964-01A-11D-1705-08.4.filtered	115224	401358	22048	2462
G35154.TCGA-FG-5964-10A-01D-1705-08.1.filtered	115224	1092542	77298	26986
G35154.TCGA-HT-7602-10A-01D-2086-08.3.filtered	115224	598094	310676	284856
G35154.TCGA-HT-7689-01A-11D-2253-08.2.filtered	115224	605796	64080	15308
G35154.TCGA-HT-7695-01A-11D-2253-08.1.filtered	115224	611844	69528	24558
G35154.TCGA-HT-7695-10A-01D-2253-08.1.filtered	115224	1709582	1118262	1045424
G37566.TCGA-CH-5750-10A-01D-1576-08.2.filtered	115224	861364	67674	28996
G37566.TCGA-CH-5763-11A-01D-1576-08.1.filtered	115224	222114	11088	600
G37566.TCGA-CH-5788-10A-01D-1576-08.4.filtered	115224	836908	59216	16748
G37566.TCGA-EJ-5503-10A-01D-1577-08.2.filtered	115224	267188	13738	1672
G37566.TCGA-EJ-5506-10A-01D-1577-08.1.filtered	115224	680042	57552	13062
G37566.TCGA-G9-6336-10A-01D-1786-08.1.filtered	115224	702982	57492	13954
G37566.TCGA-HC-7075-10A-01D-1961-08.2.filtered	115224	276084	13852	1136
G37566.TCGA-HC-7079-10A-01D-1961-08.2.filtered	115224	733408	63344	19154
G37566.TCGA-HC-7737-11A-02D-2114-08.3.filtered	115224	697218	257980	137086
G37566.TCGA-HC-7744-10A-01D-2115-08.1.filtered	115224	996616	68208	18930
G37566.TCGA-HC-8258-10A-01D-2260-08.3.filtered	115224	1131722	381022	317882
G37566.TCGA-HI-7169-10A-01D-2115-08.2.filtered	115224	484294	88662	73306
G37568.TCGA-DK-A1AE-10A-01D-A25T-08.2.filtered	115224	409994	20130	2056
G39019.TCGA-EE-A185-10A-01D-A198-08.1.filtered	115224	932030	100346	28804
G39019.TCGA-ER-A19L-10A-01D-A199-08.2.filtered	115224	1144282	144010	57416
G39019.TCGA-GN-A26A-10A-01D-A19A-08.3.filtered	115224	551840	37326	5436
G39020.TCGA-BR-7722-01A-31D-2201-08.2.filtered	115224	301804	15712	3116
G39020.TCGA-BR-8682-10A-01D-2394-08.3.filtered	115224	1344492	300584	228086
G39020.TCGA-CG-4442-01A-01D-A290-08.2.filtered	115224	4025722	3174442	3106982
G39020.TCGA-CG-5730-11A-01D-1600-08.1.filtered	115224	450708	103686	77164
G39020.TCGA-F1-6177-01A-11D-1800-08.2.filtered	115224	1364668	654034	591396
G39020.TCGA-FP-7998-10A-01D-2201-08.2.filtered	115224	1718226	787962	717688
G39020.TCGA-HU-8608-10A-01D-2394-08.2.filtered	115224	1029632	569170	537948
G39020.TCGA-IN-7806-10A-01D-2053-08.3.filtered	115224	670876	235748	199462
G41960.TCGA-55-6984-01A-11D-1945-08.2.filtered	115224	380068	40618	11908
G41960.TCGA-75-7030-01A-11D-1945-08.2.filtered	115224	949626	90292	27250
G47088.TCGA-34-5240-10A-01D-1441-08.1.filtered	115224	606198	77330	22764
G47088.TCGA-66-2793-11A-01D-1267-08.1.filtered	115224	438710	29642	5450
G48125.TCGA-04-1542-10A-01D-A312-08.1.filtered	115224	677094	266654	233646
G48125.TCGA-24-1562-10A-01D-A312-08.2.filtered	115224	1145366	271738	217734
G49537.TCGA-BJ-A0Z2-10A-01D-A10S-08.2.filtered	115224	1061588	209742	130288
G49537.TCGA-FE-A22Z-10A-01D-A35R-08.1.filtered	115224	444938	246006	222130
G49538.TCGA-06-0221-10A-01D-A35R-08.1.filtered	115224	1680472	556504	497936
TCGA-04-1371-01A-01D-0516-08_IlluminaGA-DNASeq_whole.filtered	115224	392526	268600	228390
TCGA-04-1371-11A-01D-0516-08_IlluminaGA-DNASeq_whole.filtered	115224	416766	278268	238752
TCGA-06-0648-01A-01D-0507-08_IlluminaGA-DNASeq_whole.filtered	115224	276014	188106	155760
TCGA-13-0751-01A-01D-0446-08_IlluminaGA-DNASeq_whole.filtered	115224	2417484	2197724	2082072
TCGA-13-1411-01A-01D-0515-09_whole.filtered	115224	1020606	142156	46868
TCGA-13-1411-10A-01D-0515-09_whole.filtered	115224	18518594	186350	99164
TCGA-14-1401-01A-01D-0703-09_IlluminaGA-DNASeq_whole.filtered	115224	1788958	165406	90034
TCGA-24-0980-10A-01D-0515-09_whole.filtered	115224	1215580	196384	73042
TCGA-25-1319-01A-01D-0516-08_IlluminaGA-DNASeq_whole.filtered	115224	2452162	1994634	1846880
TCGA-61-2095-01A-01D-0926-12_Illumina.filtered	115224	535422	101372	46432
TCGA-61-2095-11A-01D-0926-12_Illumina.filtered	115224	345490	50114	20472
TCGA-A2-A0D2-10A-01D-A128-09_IlluminaGA-DNASeq_whole.filtered	115224	928184	151780	100108
TCGA-A3-3370-11A-01D-2099-10_Illumina.filtered	115224	638706	313432	266716
TCGA-A3-3387-01A-01D-2102-10_Illumina.filtered	115224	474050	78324	38688
TCGA-A6-2680-10A-01D-2188-10_wgs_Illumina.filtered	115224	588844	102694	37196
TCGA-A6-2681-10A-01D-2188-10_wgs_Illumina.filtered	115224	429688	51104	24006
TCGA-AA-3555-10A-01D-0959-10_wgs_Illumina.filtered	115224	363696	39196	22732
TCGA-AA-3664-01A-01D-1981-10_wgs_Illumina.filtered	115224	513152	256206	231744
TCGA-AA-3666-10A-01D-1981-10_wgs_Illumina.filtered	115224	691060	153332	111956
TCGA-AA-3994-01A-01D-1981-10_wgs_Illumina.filtered	115224	598544	260932	236000
TCGA-AA-A00N-10A-01D-A17O-10_wgs_Illumina.filtered	115224	402364	72520	54560
TCGA-AA-A02O-11A-11D-A17O-10_wgs_Illumina.filtered	115224	579772	153302	120542
TCGA-AA-A02Y-01A-43D-A17O-10_wgs_Illumina.filtered	115224	588892	191556	153692
TCGA-AA-A03F-01A-11D-A17O-10_wgs_Illumina.filtered	115224	545502	190066	155902
TCGA-AB-2981-11A-01D-0739-09_whole.filtered	115224	125938	14774	3946
TCGA-AG-3574-01A-01D-1989-10_wgs_Illumina.filtered	115224	401370	69496	33054
TCGA-AG-3582-01A-01D-1989-10_wgs_Illumina.filtered	115224	523556	165708	134462
TCGA-AG-3885-01A-01D-0967-10_wgs_Illumina.filtered	115224	602756	244134	213646
TCGA-AG-3885-10A-01D-0967-10_wgs_Illumina.filtered	115224	437118	76544	41196
TCGA-AG-3896-10A-01D-1989-10_wgs_Illumina.filtered	115224	607644	150496	109702
TCGA-AG-3901-10A-01D-1989-10_wgs_Illumina.filtered	115224	307840	47732	25410
TCGA-AG-4008-10A-01D-1989-10_wgs_Illumina.filtered	115224	350848	54026	34218
TCGA-AG-A002-10A-01D-A183-10_wgs_Illumina.filtered	115224	729684	184536	83770
TCGA-AK-3428-10A-01D-1995-10_Illumina.filtered	115224	954202	369758	286862
TCGA-AK-3455-10A-01D-2233-10_Illumina.filtered	115224	455810	144322	114446
TCGA-B0-5094-01A-01D-2099-10_wgs_Illumina.filtered	115224	248382	38780	14616
TCGA-B0-5094-11A-01D-2099-10_wgs_Illumina.filtered	115224	485880	77676	28452
TCGA-B2-4099-01A-02D-2095-10_wgs_Illumina.filtered	115224	1681354	595014	444466
TCGA-B2-4101-11A-01D-2096-10_Illumina.filtered	115224	816058	460226	402750
TCGA-B2-4102-11A-01D-2095-10_Illumina.filtered	115224	582574	108334	58620
TCGA-BA-6873-10A-01D-2266-10_Illumina.filtered	115224	591596	104936	52162
TCGA-BP-4327-01A-01D-1995-10_Illumina.filtered	115224	577378	284102	244890
TCGA-BP-4968-01A-01D-2100-10_wgs_Illumina.filtered	115224	652970	370818	328650
TCGA-CJ-4639-01A-01D-2095-10_Illumina.filtered	115224	583360	280436	234546
TCGA-CJ-4885-01A-01D-2098-10_Illumina.filtered	115224	642808	372008	333478
TCGA-CJ-4885-11A-01D-2098-10_Illumina.filtered	115224	843938	413710	356946
TCGA-CJ-4899-11A-01D-2100-10_Illumina.filtered	115224	949572	521070	445902
TCGA-CJ-4918-11A-01D-2101-10_Illumina.filtered	115224	704752	286588	242782
TCGA-CJ-5682-11A-01D-2103-10_Illumina.filtered	115224	693900	242470	183718
TCGA-CN-4737-10A-01D-2266-10_Illumina.filtered	115224	438794	59424	27250
TCGA-CR-5250-10A-01D-2276-10_Illumina.filtered	115224	735748	103428	61190
TCGA-CV-5442-11A-01D-2266-10_Illumina.filtered	115224	707146	330948	294066
TCGA-CW-6087-11A-01D-2279-10_wgs_Illumina.filtered	115224	440940	66152	27698
TCGA-CW-6093-01A-11D-2279-10_wgs_Illumina.filtered	115224	412876	55142	25016
TCGA-F5-6814-10A-01D-1924-10_wgs_Illumina.filtered	115224	683620	103820	48276
TCGA-KL-8325-11A-01D-2310-10_wgs_Illumina.filtered	115224	292510	45042	25628
TCGA-KL-8342-11A-01D-2310-10_wgs_Illumina.filtered	115224	586942	95000	37688
TCGA-KN-8434-11A-01D-2311-10_wgs_Illumina.filtered	115224	518500	83680	45412
G12518.TCGA-34-2596-01A-01D-0963-08.1.filtered	115225	2002582	1543614	1509356
G13230.TCGA-60-2713-11A-01D-1522-08.7.filtered	115225	1012574	770760	749216
G13231.TCGA-60-2724-11A-01D-1522-08.2.filtered	115225	425888	166844	151716
G14082.TCGA-21-1076-01A-02D-1521-08.2.filtered	115225	273330	31872	11048
G14083.TCGA-21-1082-01A-01D-1521-08.3.filtered	115225	364944	40294	17116
G14083.TCGA-21-1082-10B-01D-1521-08.4.filtered	115225	188024	24556	8772
G14848.TCGA-05-4398-01A-01D-1931-08.3.filtered	115225	2153730	1277646	1198146
G14851.TCGA-05-4422-01A-01D-1931-08.2.filtered	115225	2005284	1086866	1009188
G14851.TCGA-05-4422-10A-01D-1931-08.3.filtered	115225	1402004	1036130	1001210
G14856.TCGA-05-4432-01A-01D-1931-08.2.filtered	115225	1566950	971152	920274
G2145.TCGA-06-0152-10A-01D.13.filtered	115225	4253536	3414478	3075180
G2146.TCGA-06-0185-01A-01D.9.filtered	115225	1685626	1193704	1006370
G2146.TCGA-06-0185-10B-01D.8.filtered	115225	1330770	949594	805194
G2147.TCGA-06-0648-01A-01D.7.filtered	115225	255908	179554	151234
G2186.TCGA-24-0982-01A-01D.5.filtered	115225	720570	619228	592318
G2186.TCGA-24-0982-10C-01D.4.filtered	115225	321764	251568	237016
G23072.TCGA_BB_4225_01A_01D_2268_08.1.filtered	115225	351468	71494	55308
G25772.TCGA-38-4630-01A-01D-2364-08.3.filtered	115225	132138	10878	1034
G25773.TCGA-75-5147-01A-01D-1625-08.2.filtered	115225	263924	38800	23080
G25779.TCGA-49-4512-01A-21D-1855-08.4.filtered	115225	1482432	604436	543962
G25784.TCGA-91-6840-10A-01D-1946-08.3.filtered	115225	1556482	286804	213086
G32532.TCGA-EL-A3H1-11A-11D-A21A-08.2.filtered	115225	567056	78828	26660
G32534.TCGA-DJ-A3US-01A-11D-A22D-08.3.filtered	115225	1305460	146596	61840
G35154.TCGA-CS-6665-01A-11D-1893-08.2.filtered	115225	40064	6882	2138
G35154.TCGA-CS-6669-01A-11D-1893-08.5.filtered	115225	712510	46862	4636
G35154.TCGA-DH-A669-01A-12D-A31L-08.3.filtered	115225	125620	47758	33536
G35154.TCGA-DH-A669-02A-11D-A31L-08.3.filtered	115225	61522	14442	5364
G35154.TCGA-DU-5870-02A-12D-A36O-08.3.filtered	115225	81926	16610	5148
G35154.TCGA-DU-5872-01A-11D-A465-08.1.filtered	115225	148424	47384	17646
G35154.TCGA-DU-6401-01A-11D-1705-08.2.filtered	115225	1029838	117288	43650
G35154.TCGA-DU-6404-02A-21D-A36O-08.3.filtered	115225	95548	17468	4064
G35154.TCGA-DU-6404-02B-11D-A36O-08.3.filtered	115225	56186	11486	2308
G35154.TCGA-DU-6407-02A-12D-A36O-08.2.filtered	115225	46092	11128	4328
G35154.TCGA-DU-6407-02B-11D-A36O-08.2.filtered	115225	44258	8686	1364
G35154.TCGA-FG-5965-02B-11D-A29Q-08.2.filtered	115225	47902	9288	2476
G35154.TCGA-FG-7643-01A-11D-A461-08.2.filtered	115225	208994	61392	38898
G35154.TCGA-FG-8182-01A-11D-2253-08.3.filtered	115225	1576106	125878	37318
G35154.TCGA-FG-A4MT-01A-11D-A461-08.3.filtered	115225	96810	18626	6024
G35154.TCGA-FG-A4MT-02A-11D-A29Q-08.3.filtered	115225	97696	18830	5564
G35154.TCGA-HT-7602-01A-21D-2086-08.4.filtered	115225	864512	65382	11630
G35154.TCGA-HW-7486-01A-11D-2024-08.6.filtered	115225	1451400	154024	65988
G35154.TCGA-IK-7675-01A-11D-2086-08.6.filtered	115225	1685252	238068	141658
G35154.TCGA-TM-A7CF-01A-11D-A32B-08.4.filtered	115225	91912	19678	6066
G35154.TCGA-TM-A7CF-02A-11D-A32B-08.4.filtered	115225	96744	18138	2740
G35154.TCGA-TQ-A7RK-01A-11D-A33T-08.3.filtered	115225	81944	17376	4010
G35154.TCGA-TQ-A7RK-02A-11D-A36O-08.3.filtered	115225	99844	22038	5684
G35154.TCGA-TQ-A7RK-02B-11D-A401-08.3.filtered	115225	75070	15040	2652
G35154.TCGA-TQ-A7RV-01A-21D-A34A-08.3.filtered	115225	56302	10414	2106
G35154.TCGA-TQ-A8XE-02A-11D-A36O-08.4.filtered	115225	79098	15062	2544
G37566.TCGA-CH-5763-01A-11D-1576-08.1.filtered	115225	545018	29642	4514
G37566.TCGA-CH-5771-01A-21D-1576-08.1.filtered	115225	420916	23198	1646
G37566.TCGA-CH-5788-01A-11D-1576-08.4.filtered	115225	827246	45522	6446
G37566.TCGA-EJ-5503-01A-01D-1576-08.2.filtered	115225	468992	24258	3204
G37566.TCGA-EJ-7791-01A-11D-2114-08.2.filtered	115225	1288366	109354	23334
G37566.TCGA-G9-6336-01A-11D-1786-08.1.filtered	115225	608812	33510	2568
G37566.TCGA-G9-6365-01A-11D-1786-08.1.filtered	115225	479930	28318	1814
G37566.TCGA-G9-6370-01A-11D-1786-08.2.filtered	115225	490450	31162	3612
G37566.TCGA-HC-7075-01A-11D-1961-08.2.filtered	115225	1616958	94624	22018
G37566.TCGA-HC-7233-01A-11D-2114-08.2.filtered	115225	1274790	116880	45464
G37566.TCGA-HC-7744-01A-11D-2114-08.1.filtered	115225	634352	27818	1890
G37566.TCGA-HI-7169-01A-11D-2114-08.2.filtered	115225	559390	34434	10524
G37568.TCGA-DK-A1AA-01A-11D-A13W-08.3.filtered	115225	1212776	120234	31174
G39019.TCGA-D3-A1Q1-06A-21D-A196-08.2.filtered	115225	1656638	131916	40870
G39019.TCGA-D3-A3MO-06A-11D-A21A-08.2.filtered	115225	1090284	59240	9354
G39019.TCGA-DA-A1HW-06A-11D-A19A-08.2.filtered	115225	945146	70230	18450
G39019.TCGA-DA-A1HY-06A-11D-A19A-08.2.filtered	115225	1729684	128288	28770
G39019.TCGA-DA-A1I2-06A-21D-A19A-08.1.filtered	115225	1207728	106740	26722
G39019.TCGA-DA-A1I8-06A-11D-A197-08.3.filtered	115225	742996	44598	5186
G39019.TCGA-DA-A3F8-06A-11D-A20D-08.3.filtered	115225	1068620	66436	11538
G39019.TCGA-EE-A185-06A-11D-A196-08.1.filtered	115225	767834	52980	5384
G39019.TCGA-EE-A2A0-06A-11D-A196-08.3.filtered	115225	1217176	114910	31086
G39019.TCGA-ER-A19J-06A-11D-A196-08.3.filtered	115225	1542104	85062	28356
G39019.TCGA-GN-A264-06A-11D-A196-08.1.filtered	115225	912966	54286	10854
G39020.TCGA-BR-4255-01A-01D-A290-08.4.filtered	115225	1501892	339348	250800
G39020.TCGA-BR-6456-10A-01D-1800-08.3.filtered	115225	1320422	500704	396370
G39020.TCGA-BR-A4J4-01A-12D-A25D-08.3.filtered	115225	3577866	1778996	1672440
G39020.TCGA-CD-8529-10A-01D-2341-08.2.filtered	115225	2246502	525440	414674
G39020.TCGA-CG-4474-01A-02D-A290-08.2.filtered	115225	723588	73166	26022
G39020.TCGA-CG-5723-01A-11D-1600-08.1.filtered	115225	18258142	17268752	17206542
G39020.TCGA-CG-5724-01A-11D-1600-08.3.filtered	115225	1563940	480186	380316
G39020.TCGA-D7-6822-01A-11D-1882-08.3.filtered	115225	1054400	157316	65306
G39020.TCGA-D7-A4YX-01A-11D-A25D-08.2.filtered	115225	2242118	776448	674460
G39020.TCGA-HU-A4G6-01A-11D-A24D-08.3.filtered	115225	1373864	740014	678110
G41960.TCGA-50-6591-11A-01D-1753-08.3.filtered	115225	1888884	1324538	1142294
G41960.TCGA-55-8299-01A-11D-2284-08.1.filtered	115225	252428	22516	1240
G47088.TCGA-22-5477-01A-01D-1632-08.1.filtered	115225	1107318	62722	9612
G47088.TCGA-77-6843-01A-11D-1945-08.1.filtered	115225	1477258	102056	34846
G47088.TCGA-85-8277-10A-01D-2293-08.1.filtered	115225	1284526	59640	5360
G47088.TCGA-92-8064-01A-11D-2244-08.2.filtered	115225	1678312	122638	23250
G47088.TCGA-92-8064-10A-01D-2244-08.2.filtered	115225	1249188	68340	7306
G48125.TCGA-09-2050-01A-01D-A312-08.1.filtered	115225	571598	122372	80752
G48125.TCGA-10-0934-01A-02D-A312-08.3.filtered	115225	1052100	331644	265274
G48125.TCGA-10-0938-01A-02D-A312-08.2.filtered	115225	1106118	301556	208854
G48125.TCGA-23-1124-01A-01D-A312-08.2.filtered	115225	577414	66560	14736
G49537.TCGA-BJ-A0ZB-10A-01D-A10S-08.1.filtered	115225	683580	115920	82768
G49537.TCGA-DJ-A13L-10A-01D-A21Z-08.1.filtered	115225	837872	171836	137362
G49537.TCGA-DJ-A4UT-10A-01D-A25A-08.1.filtered	115225	1138578	356390	255046
G49537.TCGA-E8-A416-10A-01D-A23K-08.2.filtered	115225	1876724	1119524	622806
G49537.TCGA-EL-A4K6-11A-11D-A25A-08.2.filtered	115225	2149608	915062	542838
G49537.TCGA-EM-A22O-10A-01D-A17V-08.1.filtered	115225	700682	202186	84546
G49537.TCGA-EM-A2CP-10A-01D-A17V-08.1.filtered	115225	823748	457026	273534
G49538.TCGA-06-0211-10A-01D-1491-08.1.filtered	115225	714860	240152	167160
G49538.TCGA-06-0221-02A-11D-2280-08.1.filtered	115225	1507082	553364	504626
G49837.TCGA-37-4135-01A-01D-A320-08.2.filtered	115225	835330	321538	210970
G49837.TCGA-43-5670-01A-21D-A320-08.1.filtered	115225	1153262	375156	216866
G49837.TCGA-52-7812-10A-01D-A320-08.3.filtered	115225	729104	247650	212116
G49837.TCGA-66-2744-11A-01D-A320-08.3.filtered	115225	879094	249380	212056
G49837.TCGA-66-2759-11A-01D-A320-08.2.filtered	115225	768660	206624	176616
G49837.TCGA-77-7139-10A-01D-A320-08.3.filtered	115225	849750	250166	218896
G49837.TCGA-90-7767-01A-11D-A320-08.3.filtered	115225	877330	290184	248038
G7165.TCGA-44-2666-10A-01D-0969-08.14.filtered	115225	1300178	620236	564614
G7169.TCGA-67-3772-10A-01D-0969-08.12.filtered	115225	1112350	776696	743072
G8890.TCGA-60-2722-01A-01D-1180-08.2.filtered	115225	717370	486600	460030
G8890.TCGA-60-2722-11A-01D-1180-08.1.filtered	115225	884198	514004	479378
G8891.TCGA-66-2756-11A-01D-1180-08.1.filtered	115225	1088672	800600	768858
G8892.TCGA-66-2757-01A-01D-1180-08.1.filtered	115225	634782	424770	397080
G8892.TCGA-66-2757-11A-01D-1180-08.1.filtered	115225	504572	244986	218754
G8893.TCGA-66-2766-01A-01D-1180-08.4.filtered	115225	1709658	1363556	1327106
G8893.TCGA-66-2766-11A-01D-1180-08.1.filtered	115225	1113724	795876	767002
TCGA-06-0152-01A-02D-0507-08_IlluminaGA-DNASeq_whole.filtered	115225	4716280	3671828	3141292
TCGA-06-0152-10A-01D-0507-08_IlluminaGA-DNASeq_whole.filtered	115225	4667096	3757132	3294130
TCGA-06-0185-01A-01D-0507-08_IlluminaGA-DNASeq_whole.filtered	115225	1757936	1242974	1047198
TCGA-06-0185-10B-01D-0507-08_IlluminaGA-DNASeq_whole.filtered	115225	1342382	965462	814846
TCGA-A3-3363-11A-01D-2094-10_wgs_Illumina.filtered	115225	535772	73978	31768
TCGA-A3-3372-01A-01D-2094-10_Illumina.filtered	115225	1304768	510594	407334
TCGA-A4-A4ZT-10A-01D-A26P-10_wgs_Illumina.filtered	115225	367254	59848	37028
TCGA-A6-2680-01A-01D-1554-10_wgs_Illumina.filtered	115225	2398990	1939438	1885566
TCGA-A6-6781-10A-01D-1924-10_wgs_Illumina.filtered	115225	366238	37272	12966
TCGA-AA-3514-10A-01D-1953-10_wgs_Illumina.filtered	115225	343312	84390	60070
TCGA-AA-3516-01A-02D-1554-10_wgs_Illumina.filtered	115225	1575766	918294	855080
TCGA-AA-3518-01A-02D-1525-10_hg19_wgs_Illumina.filtered	115225	682232	191052	125148
TCGA-AA-3518-10A-01D-1525-10_hg19_wgs_Illumina.filtered	115225	514800	144824	105712
TCGA-AA-3534-01A-01D-1525-10_hg19_wgs_Illumina.filtered	115225	1233790	534238	404714
TCGA-AA-3977-10A-01D-1024-10_wgs_Illumina.filtered	115225	486636	74632	31526
TCGA-AA-A00R-01A-01D-A126-10_hg19_wgs_Illumina.filtered	115225	1365340	436226	278256
TCGA-AA-A00R-10A-01D-A126-10_hg19_wgs_Illumina.filtered	115225	834628	228736	151038
TCGA-AA-A01R-01A-21D-A17O-10_wgs_Illumina.filtered	115225	1624116	958670	891578
TCGA-AD-6964-10A-01D-1924-10_wgs_Illumina.filtered	115225	397706	41552	20056
TCGA-AG-3593-01A-01D-1525-10_hg19_wgs_Illumina.filtered	115225	948396	322728	212238
TCGA-AG-3593-10A-01D-1525-10_hg19_wgs_Illumina.filtered	115225	877816	223644	122974
TCGA-AG-3890-01A-01D-1989-10_wgs_Illumina.filtered	115225	650878	150374	109250
TCGA-AG-3896-01A-01D-1989-10_wgs_Illumina.filtered	115225	985204	174450	107124
TCGA-AG-3901-01A-01D-1989-10_wgs_Illumina.filtered	115225	654614	129080	96920
TCGA-AG-4007-01A-01D-1989-10_wgs_Illumina.filtered	115225	928288	233540	158112
TCGA-AG-4007-10A-01D-1989-10_wgs_Illumina.filtered	115225	589508	116952	64092
TCGA-AL-3466-10A-01D-A31Z-10_wgs_Illumina.filtered	115225	365288	36386	17204
TCGA-AL-3467-10A-01D-A31Z-10_wgs_Illumina.filtered	115225	584666	79152	30444
TCGA-AL-3468-10A-01D-A31Z-10_wgs_Illumina.filtered	115225	375552	35594	9120
TCGA-AL-A5DJ-10A-01D-A26P-10_wgs_Illumina.filtered	115225	319136	53800	28746
TCGA-AZ-6601-11A-01D-1771-10_wgs_Illumina.filtered	115225	4898752	4292700	4233686
TCGA-B0-5695-11A-01D-2103-10_wgs_Illumina.filtered	115225	421952	79712	48086
TCGA-B1-A47M-01A-11D-A25F-10_wgs_Illumina.filtered	115225	1350204	211122	91040
TCGA-B1-A47M-10A-01D-A25F-10_wgs_Illumina.filtered	115225	824232	154146	54998
TCGA-B1-A47M-11A-11D-A25F-10_wgs_Illumina.filtered	115225	573572	104590	61398
TCGA-B1-A47N-10A-01D-A25F-10_wgs_Illumina.filtered	115225	754650	97024	44524
TCGA-B1-A47O-10A-01D-A25F-10_wgs_Illumina.filtered	115225	722994	111804	57070
TCGA-B2-4101-01A-02D-2096-10_Illumina.filtered	115225	1035346	321186	251070
TCGA-B9-4113-11A-01D-1253-10_wgs_Illumina.filtered	115225	676884	95954	39210
TCGA-B9-A44B-10A-01D-A25F-10_wgs_Illumina.filtered	115225	824780	143362	62840
TCGA-BA-4076-01A-01D-2266-10_Illumina.filtered	115225	5307046	4721478	4637184
TCGA-BC-A216-11A-11D-A152-10_wgs_Illumina.filtered	115225	492004	91062	43976
TCGA-BC-A217-10A-01D-A152-10_wgs_Illumina.filtered	115225	245918	38082	16036
TCGA-BP-4326-11A-01D-2097-10_wgs_Illumina.filtered	115225	591652	118784	67570
TCGA-BP-4756-11A-01D-2097-10_wgs_Illumina.filtered	115225	544580	108924	60346
TCGA-BP-4807-11A-01D-2098-10_wgs_Illumina.filtered	115225	542738	103118	61230
TCGA-CA-6717-10A-01D-1835-10_wgs_Illumina.filtered	115225	598522	139730	88986
TCGA-CC-5260-10B-01D-A12Z-10_wgs_Illumina.filtered	115225	220934	25274	6472
